Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
09 July 2018, 1.1789, 130.21, 1.9558, 25.858, 7.4534, 0.88345, 322.74, 4.3204, 4.6585, 10.2548, 1.1646, 125.20, 9.4218, 7.4113, 73.8901, 5.3262, 1.5755, 4.5564, 1.5415, 7.7967, 9.2526, 16887.74, 4.2656, 80.9585, 1309.88, 22.4356, 4.7504, 1.7198, 62.890, 1.5949, 39.022, 15.6915, 
